Blocking Probabilities
0.0
0.02702702702702703
0.0
0.02857142857142857
0.0
0.0
0.0
0.0
0.0
0.13157894736842105
0.0
0.0
0.13513513513513514
0.0
0.0
0.0
0.0
0.0
0.0
0.0
