Blocking Probabilities
0.0
0.0
0.0
0.0
0.08571428571428572
0.0
0.0
0.075
0.0
0.02564102564102564
0.0
0.0
0.17142857142857143
0.0
0.05714285714285714
0.0
0.027777777777777776
0.0
0.02631578947368421
0.02631578947368421
