Lag,Autocorrelation
1,0.9544273448664103
2,0.9088546897328208
3,0.8632820345992311
4,0.8177093794656416
5,0.7493628219931111
6,0.6810162645205807
7,0.635443609386991
8,0.5898709542534013
9,0.5442982991198115
10,0.4987256439862219
11,0.4759268911915729
12,0.453128138396924
13,0.430329385602275
14,0.40753063280762614
15,0.38473188001297726
16,0.361933127218302
17,0.3391343744236532
18,0.2935617192900636
19,0.24798906415647398
20,0.20241640902288432
