Lag,Autocorrelation
1,0.9145907445907482
2,0.8291814891814965
3,0.7437722337722448
4,0.658362978362938
5,0.5729537229536864
6,0.5302367752367406
7,0.4875198275197947
8,0.4448028798028489
9,0.402085932085903
10,0.35936898436895715
11,0.31665203665201175
12,0.3166273966273717
13,0.3166027566027318
14,0.3592704242703969
15,0.4019380919380626
16,0.4446057596057285
17,0.4445811195810885
18,0.44455647955644845
19,0.4018395318395026
20,0.3591225841225568
