Blocking Probabilities
0.08108108108108109
0.0
0.0
0.0
0.0
0.0
0.0
0.05128205128205128
0.0
0.02631578947368421
0.0
0.0
0.027777777777777776
0.2857142857142857
0.0
0.0
0.0
0.0
0.0
0.0
