Blocking Probabilities
0.0
0.0
0.0
0.025
0.0
0.0
0.06818181818181818
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.023809523809523808
0.0
0.045454545454545456
0.06818181818181818
