Blocking Probabilities
0.0
0.0
0.025
0.0
0.0
0.0
0.15789473684210525
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.07692307692307693
0.0
0.0
0.0
0.0
