Blocking Probabilities
0.0
0.0
0.01818181818181818
0.03773584905660377
0.0
0.0
0.08
0.020833333333333332
0.0
0.022222222222222223
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
