Blocking Probabilities
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.022727272727272728
0.0
0.0
0.0
0.0
0.047619047619047616
0.0
0.027777777777777776
0.0
