Blocking Probabilities
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.046511627906976744
0.0
0.057692307692307696
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
