Blocking Probabilities
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.02702702702702703
0.02564102564102564
0.0
0.0
0.0
0.0
0.02702702702702703
0.02857142857142857
