Blocking Probabilities
0.0
0.0
0.0
0.0
0.02631578947368421
0.0
0.05405405405405406
0.0
0.0
0.0
0.0
0.0
0.0
0.05128205128205128
0.05
0.0
0.0
0.0
0.0
0.0
