Configuration,QL mean x̄,QL-Standard Deviation σ,QL-Confidence interval (95%)
4p4r,0.08243243243243244,0.13496347492558278,"(0.03, 0.13)"
5p5r,0.010460460460460461,0.028405288485905594,"(-0.00, 0.02)"
4p5r,0.0,0.0,"(0.00, 0.00)"
5p4r,0.0,0.0,"(0.00, 0.00)"
5p4r,0.0002002002002002002,0.000872652441149284,"(-0.00, 0.00)"
4p5r,0.01101101101101101,0.017567496271055298,"(0.00, 0.02)"
5p5r,0.0,0.0,"(0.00, 0.00)"
4p4r,0.000950950950950951,0.0035174183845473675,"(-0.00, 0.00)"
