Configuration,QL mean x̄,QL-Standard Deviation σ,QL-Confidence interval (95%)
4p4r,52.47812812812814,10.44742321735907,"(48.53, 56.43)"
5p5r,36.495645645645645,8.643127502814405,"(33.23, 39.76)"
4p5r,0.0,0.0,"(0.00, 0.00)"
5p4r,0.0,0.0,"(0.00, 0.00)"
5p4r,8.856906906906907,6.858004642067075,"(6.27, 11.45)"
4p5r,21.90990990990991,7.182283746443678,"(19.20, 24.62)"
5p5r,0.0,0.0,"(0.00, 0.00)"
4p4r,0.005105105105105105,0.01076669529304787,"(0.00, 0.01)"
