Lag,Autocorrelation
1,0.9410428802589993
2,0.8820857605179695
3,0.8083971693993475
4,0.7494400496583173
5,0.6904829299172872
6,0.6315258101762572
7,0.572568690435227
8,0.5136115706941967
9,0.454654450953166
10,0.4104288025897278
11,0.3809346256038817
12,0.3514404486180356
13,0.33667774300978126
14,0.3219150374015272
15,0.3218838031708651
16,0.32185256894020303
17,0.32182133470954094
18,0.3070586291012868
19,0.2922959234930327
20,0.2775332178847786
