Lag,Autocorrelation
1,0.8824824824824795
2,0.7649649649649601
3,0.6670241670241752
4,0.5690833690833911
5,0.4711425711425869
6,0.3927784927785067
7,0.31441441441442775
8,0.23605033605034814
9,0.15768625768625988
10,0.1380523380523398
11,0.13799513799513954
12,0.11836121836121949
13,0.11830401830401945
14,0.1182468182468194
15,0.11818961818961944
16,0.1181324181324194
17,0.11807521807521935
18,0.1180180180180193
19,0.09838409838409942
20,0.09832689832689909
