Queue Lengths
28.15015015015015
32.773773773773776
58.08408408408408
48.81981981981982
37.003003003003
33.290290290290294
26.33833833833834
45.5945945945946
44.52152152152152
23.07807807807808
33.23823823823824
41.592592592592595
39.92392392392392
31.5005005005005
24.6006006006006
36.446446446446444
28.545545545545547
41.173173173173176
32.65465465465466
42.58358358358358
