Blocking Probabilities
0.0
0.0
0.0
0.0
0.0
0.0
0.02564102564102564
0.0
0.0
0.0
0.06976744186046512
0.0
0.05128205128205128
0.0
0.0
0.0
0.0
0.0
0.0
0.0
