Lag,Autocorrelation
1,0.9974955177075824
2,0.9950213335507513
3,0.9925433621269721
4,0.9901615148744756
5,0.9878099657575664
6,0.9855616642099343
7,0.9832286002918645
8,0.9808671318716825
9,0.9784924080171804
10,0.9761233650631014
11,0.973689938570898
12,0.9712318948435299
13,0.9687719574826874
14,0.9663120201218444
15,0.9638312527927851
16,0.9613713154319424
17,0.9589094844376256
18,0.9563666783398198
19,0.9538522767441278
20,0.9513904457498111
