Lag,Autocorrelation
1,0.9299529813725373
2,0.8599059627450747
3,0.789858944117612
4,0.7198119254901494
5,0.6847806797333504
6,0.6147336611058878
7,0.5446866424784687
8,0.474639623851006
9,0.36957683235287964
10,0.2995298137254169
11,0.229482795097954
12,0.1594357764704913
13,0.12440453071368154
14,0.0893732849568825
15,0.054342039200083535
16,0.019310793443286033
17,-0.015720452313512125
18,-0.015735925199647473
19,-0.015751398085782818
20,-0.015766870971918166
